KMeans Cluster,Mean Similarity,Cluster Label,Similarity Tier
11,0.61082786,"security, medical, datum, protocol, medical datum, security protocol",High
3,0.5631539,"medical, security, datum, medical datum, encryption, control",High
2,0.43571338,"investment, analytic, data analytic, data, tool, investment strategy",High
15,0.49626935,"brand, digital, growth, brand growth, digital strategy, strategy",High
7,0.5246984,"billing, update billing, payment, billing information, update, request update",High
2,0.42406583,"investment, analytic, data analytic, data, tool, investment strategy",Low
12,0.4308881,"integration, integrate, documentation, step, saas, process",High
1,0.33305168,"request, integration, project, user, project management, management",Low
29,0.35804254,"billing, payment, plan, option, pricing, discount",Low
22,0.3698223,"issue, software, update, problem, integration, resolve",Low
1,0.26420766,"request, integration, project, user, project management, management",Low
20,0.4082161,"crash, issue, software, application, software crash, problem",Low
41,0.44458953,"sap, erp, sap erp, integration, central component, erp central",High
16,0.27437288,"marketing, agency, marketing agency, issue, digital, campaign",Low
1,0.34687632,"request, integration, project, user, project management, management",Low
1,0.40877944,"request, integration, project, user, project management, management",Low
22,0.2343186,"issue, software, update, problem, integration, resolve",Low
4,0.40665036,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
9,0.39052868,"investment, analysis, issue, discrepancy, data, datum",Low
23,0.07953797,"integration, analytic, team, support, provide, investment",Low
1,0.4938841,"request, integration, project, user, project management, management",High
22,0.35396495,"issue, software, update, problem, integration, resolve",Low
0,0.36933345,"investment, investment optimization, optimization, issue, model, algorithm",Low
10,0.44220713,"breach, data breach, data, security, medical, hospital",High
37,0.5520822,"access, unauthorized, unauthorized access, security, access attempt, medical",High
25,0.35952765,"marketing, digital, social medium, social, medium, strategy",Low
17,0.487414,"medical, secure, secure medical, medical datum, datum, hospital",High
10,0.49606302,"breach, data breach, data, security, medical, hospital",High
37,0.50383395,"access, unauthorized, unauthorized access, security, access attempt, medical",High
11,0.37833118,"security, medical, datum, protocol, medical datum, security protocol",Low
18,0.4701296,"data analytic, analytic, data, issue, analytic tool, tool",High
13,0.45463565,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
18,0.4859988,"data analytic, analytic, data, issue, analytic tool, tool",High
32,0.42044377,"project, project management, management, issue, saas, management saas",Low
1,0.3495826,"request, integration, project, user, project management, management",Low
1,0.38664714,"request, integration, project, user, project management, management",Low
40,0.50800973,"campaign, marketing campaign, marketing, target, engagement, digital",High
20,0.50718874,"crash, issue, software, application, software crash, problem",High
6,0.45900917,"saas platform, saas, platform, issue, server, performance",High
13,0.33683667,"engagement, metric, engagement metric, decline, brand engagement, algorithm",Low
25,0.44455943,"marketing, digital, social medium, social, medium, strategy",High
38,0.47781268,"saas project, project management, project, saas, management, scalable",High
22,0.26654202,"issue, software, update, problem, integration, resolve",Low
23,0.26081744,"integration, analytic, team, support, provide, investment",Low
1,0.393569,"request, integration, project, user, project management, management",Low
10,0.52386564,"breach, data breach, data, security, medical, hospital",High
20,0.50136256,"crash, issue, software, application, software crash, problem",High
2,0.62125045,"investment, analytic, data analytic, data, tool, investment strategy",High
36,0.5964788,"billing, discrepancy, payment, billing discrepancy, issue, account",High
32,0.35277468,"project, project management, management, issue, saas, management saas",Low
40,0.60215086,"campaign, marketing campaign, marketing, target, engagement, digital",High
40,0.546418,"campaign, marketing campaign, marketing, target, engagement, digital",High
15,0.6096457,"brand, digital, growth, brand growth, digital strategy, strategy",High
8,0.32300985,"digital strategy, digital, strategy, brand, growth, brand growth",Low
13,0.6662393,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
23,0.27757388,"integration, analytic, team, support, provide, investment",Low
7,0.5854641,"billing, update billing, payment, billing information, update, request update",High
37,0.41176602,"access, unauthorized, unauthorized access, security, access attempt, medical",Low
25,0.4660852,"marketing, digital, social medium, social, medium, strategy",High
32,0.39471865,"project, project management, management, issue, saas, management saas",Low
13,0.62708336,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
3,0.5427158,"medical, security, datum, medical datum, encryption, control",High
37,0.5401505,"access, unauthorized, unauthorized access, security, access attempt, medical",High
5,0.4599974,"security, breach, security breach, incident, medical, hospital",High
18,0.46631873,"data analytic, analytic, data, issue, analytic tool, tool",High
22,0.28892928,"issue, software, update, problem, integration, resolve",Low
41,0.58026475,"sap, erp, sap erp, integration, central component, erp central",High
32,0.37919655,"project, project management, management, issue, saas, management saas",Low
2,0.34029233,"investment, analytic, data analytic, data, tool, investment strategy",Low
3,0.5245271,"medical, security, datum, medical datum, encryption, control",High
26,0.6682992,"website, traffic, website traffic, seo, agency website, issue",High
9,0.2786019,"investment, analysis, issue, discrepancy, data, datum",Low
10,0.536072,"breach, data breach, data, security, medical, hospital",High
12,0.41974464,"integration, integrate, documentation, step, saas, process",Low
30,0.61775905,"project, project management, management, feature, scalability, integration",High
37,0.5638939,"access, unauthorized, unauthorized access, security, access attempt, medical",High
42,0.580236,"synchronization, data synchronization, issue, problem, synchronization issue, resolve",High
8,0.40314645,"digital strategy, digital, strategy, brand, growth, brand growth",Low
17,0.48717496,"medical, secure, secure medical, medical datum, datum, hospital",High
13,0.45725152,"engagement, metric, engagement metric, decline, brand engagement, algorithm",High
13,0.41721773,"engagement, metric, engagement metric, decline, brand engagement, algorithm",Low
14,0.33284485,"server, dashboard, issue, load, project dashboard, peak",Low
21,0.34998682,"access, medical, healthcare, security, issue, data access",Low
37,0.47848514,"access, unauthorized, unauthorized access, security, access attempt, medical",High
16,0.30860516,"marketing, agency, marketing agency, issue, digital, campaign",Low
4,0.41730097,"marketing, digital marketing, digital, brand, strategy, marketing strategy",Low
32,0.3880443,"project, project management, management, issue, saas, management saas",Low
2,0.34924385,"investment, analytic, data analytic, data, tool, investment strategy",Low
23,0.12725279,"integration, analytic, team, support, provide, investment",Low
27,0.38410404,"investment, processing, analytic platform, platform, data, analytic",Low
3,0.3664207,"medical, security, datum, medical datum, encryption, control",Low
43,0.43056628,"outage, service, service outage, issue, disruption, impact",High
12,0.43487045,"integration, integrate, documentation, step, saas, process",High
41,0.42260864,"sap, erp, sap erp, integration, central component, erp central",Low
24,0.6364966,"login, server, login issue, user, login difficulty, issue",High
10,0.57112217,"breach, data breach, data, security, medical, hospital",High
8,0.39820626,"digital strategy, digital, strategy, brand, growth, brand growth",Low
40,0.5114114,"campaign, marketing campaign, marketing, target, engagement, digital",High
22,0.3377914,"issue, software, update, problem, integration, resolve",Low
43,0.3191074,"outage, service, service outage, issue, disruption, impact",Low
27,0.22177106,"investment, processing, analytic platform, platform, data, analytic",Low
19,0.52591336,"digital tool, digital, tool, digital tools, issue, agency",High
